lr,batch_size,dropout,fold,trained_epochs,train_loss,train_acc,train_UF1,train_UAR,train_f1_micro,train_recall_micro,val_loss,val_acc,val_UF1,val_UAR,val_f1_micro,val_recall_micro,train_time_sec
1e-05,256,0.2,12,4,0.08165496801065324,0.9710031064875018,0.9750279309129117,0.9740368333817235,0.9710031064875018,0.9710031064875018,0.004118078388273716,1.0,1.0,1.0,1.0,1.0,318.7947404384613
1e-05,256,0.2,13,3,0.13257842662449404,0.9526856068820936,0.958598518203946,0.9548306331794595,0.9526856068820936,0.9526856068820936,0.00805472582578659,1.0,1.0,1.0,1.0,1.0,294.7523126602173
1e-05,256,0.2,14,1,0.7252590906348954,0.7170887334381721,0.6674507919531943,0.6253191831409145,0.7170887334381721,0.7170887334381721,0.03281525894999504,1.0,1.0,1.0,1.0,1.0,250.66921257972717
1e-05,256,0.2,15,3,0.1328491538263217,0.9539326248825273,0.9594052940519381,0.9556673945414652,0.9539326248825273,0.9539326248825273,0.02871026284992695,1.0,1.0,1.0,1.0,1.0,298.7508728504181
1e-05,256,0.2,16,6,0.03735100098599937,0.9866774541531823,0.9890664731765746,0.9883610779108245,0.9866774541531823,0.9866774541531823,0.00020109725408945923,1.0,1.0,1.0,1.0,1.0,367.5146851539612
1e-05,256,0.2,17,3,0.13656286100172124,0.9522712072736474,0.9558153812360396,0.9505501256206076,0.9522712072736474,0.9522712072736474,0.013414229266345501,1.0,1.0,1.0,1.0,1.0,294.6069097518921
1e-05,256,0.2,18,5,0.05221525919872294,0.9816468253968254,0.9844356635083059,0.9842367894937281,0.9816468253968254,0.9816468253968254,0.0005018260692142778,1.0,1.0,1.0,1.0,1.0,342.083660364151
1e-05,256,0.2,19,8,0.021563382057071416,0.9923729578481812,0.9938230253350219,0.9938026304539324,0.9923729578481812,0.9923729578481812,0.0005728461546823382,1.0,1.0,1.0,1.0,1.0,411.04089522361755
1e-05,256,0.2,20,4,0.08260189758532012,0.9715623531113281,0.9755328480228325,0.9734171796158975,0.9715623531113281,0.9715623531113281,0.01371790561825037,1.0,1.0,1.0,1.0,1.0,316.22132754325867
1e-05,256,0.2,21,1,0.7289964250459732,0.7146201684926059,0.6786968080956145,0.6290799755072182,0.7146201684926059,0.7146201684926059,0.0007905763341113925,1.0,1.0,1.0,1.0,1.0,250.08183908462524
1e-05,256,0.2,22,6,0.03799441118127094,0.9865984405458089,0.9890989490225952,0.988682116734461,0.9865984405458089,0.9865984405458089,0.0024486123584210873,1.0,1.0,1.0,1.0,1.0,364.11642479896545
